Position Title,Category,Duration,Key Programming & Technical Skills,Position ID,Deadline,City,Country
Summer 2026 Co-op: WiSE Full Stack Software Developer (4 months),Software Development / Engineering,"{
	  ""@context"" : ""http://schema.org/"",
	  ""description"" : ""At CGI we are committed to investing in the next generation of women leaders. Diversity of thought and experience are integral to pushing the boundaries of emerging technologies. Join our WiSE (Women in STEM Excel) co-op program designed specifically to prepare and equip future women leaders through mentorship, vast networking opportunities and professional development workshops.<br /><br />The WiSE program accelerates the development of future women leaders by providing a customized experience for participants:<br /><br />• Participate in a week of onboarding and integration activities starting on your first day at CGI, activities include:<br />- Business etiquette workshop<br />- Foundations of business consulting workshops<br />- Developing your elevator pitch workshop<br />- Networking with peers across Canada<br /><br />• Exposure to leaders through interactive sessions and a 1:1 mentorship with a CGI woman leader<br /><br />• Obtain the ScaledAgile SAFe for Teams Certification: Technical Skills Agility (ScaledAgile)SAFe for Teams will teach you all about your role on an Agile team and how agile teams work with others as part of an agile release train. Members learn how to plan and execute work, how to apply Scaled Agile Framework® and Agile principles, and how to continuously improve<br /><br />• Expand your network by participating in national and local social activities with other co-ops<br /><br />• Develop your own learning plan by leveraging our e-learning platform<br /><br />• Participate in professional development workshops focused on soft skill development<br /><br />• Participate in an AI hackathon where the top team wins a grand prize<br /><br />• Fast track to future new grad opportunities at CGI<br /><br />To foster collaboration and partnership with clients, interns will need to be present at the office several times a week.<br /><br />Start Date: May 4th, 2026<br />Application Deadline: January 23rd, 2026<br /><br />CGI is providing a reasonable estimate of the pay range for this role. The determination of this range includes factors such as skill set level, geographic market, experience and training, and licenses and certifications. Compensation decisions depend on the facts and circumstances of each case. A reasonable estimate of the current range is $18-32/hour. This role is an existing vacancy."",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Mississauga"",
	      ""addressRegion"" : ""ON"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Microsoft Office365 ; Network ; Windows 10,J1225-1043,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: WiSE Desktop Technician (4 months)"",
	  ""description"" : ""At CGI we are committed to investing in the next generation of women leaders. Diversity of thought and experience are integral to pushing the boundaries of emerging technologies. Join our WiSE (Women in STEM Excel) co-op program designed specifically to prepare and equip future women leaders through mentorship, vast networking opportunities and professional development workshops.<br /><br />The WiSE program accelerates the development of future women leaders by providing a customized experience for participants:<br /><br />• Participate in a week of onboarding and integration activities starting on your first day at CGI, activities include:<br />- Business etiquette workshop<br />- Foundations of business consulting workshops<br />- Developing your elevator pitch workshop<br />- Networking with peers across Canada<br /><br />• Exposure to leaders through interactive sessions and a 1:1 mentorship with a CGI woman leader<br /><br />• Obtain the ScaledAgile SAFe for Teams Certification: Technical Skills Agility (ScaledAgile)SAFe for Teams will teach you all about your role on an Agile team and how agile teams work with others as part of an agile release train. Members learn how to plan and execute work, how to apply Scaled Agile Framework® and Agile principles, and how to continuously improve<br /><br />• Expand your network by participating in national and local social activities with other co-ops<br /><br />• Develop your own learning plan by leveraging our e-learning platform<br /><br />• Participate in professional development workshops focused on soft skill development<br /><br />• Participate in an AI hackathon where the top team wins a grand prize<br /><br />• Fast track to future new grad opportunities at CGI<br /><br />To foster collaboration and partnership with clients, interns will need to be present at the office several times a week.<br /><br />Start Date: May 4th, 2026<br />Application : January 23rd, 2026<br /><br />CGI is providing a reasonable estimate of the pay range for this role. The determination of this range includes factors such as skill set level, geographic market, experience and training, and licenses and certifications. Compensation decisions depend on the facts and circumstances of each case. A reasonable estimate of the current range is $18-32/hour. This role is an existing vacancy."",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Mississauga"",
	      ""addressRegion"" : ""ON"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Mississauga,Canada
Summer 2026 Co-op: Developer (4 months),Software Development / Engineering,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: Developer (4 )"",
	  ""description"" : ""As an intern developer, you will contribute to the design, development, and maintenance of various applications (web, mobile, backend) using a range of languages and technologies. You will be part of a multidisciplinary team composed of developers, analysts, and designers, with whom you will collaborate to deliver robust and scalable solutions that meet client needs.<br /><br />Perks of being a CGI Co-op:<br /><br />The co-op program was designed to help students improve their skills and explore their professional interests through hands-on experience and professional guidance, while also helping them develop core competencies. As an intern, you have access to:<br /><br />• Professional development sessions<br />• Professional development platform<br />• Networking events with colleagues and leaders<br />• Mentorship from leaders and colleagues aimed at setting and achieving your career goals<br /><br /><strong>Start Date: May 4th, 2026</strong><br /><strong>Application Deadline: January 30th, 2026</strong><br /><br />CGI is providing a reasonable estimate of the pay range for this role. The determination of this range includes factors such as skill set level, geographic market, experience and training, and licenses and certifications. Compensation decisions depend on the facts and circumstances of each case. A reasonable estimate of the current range is $18-32/hour. This role is an existing vacancy."",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Saguenay"",
	      ""addressRegion"" : ""QC"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",.NET ; Angular ; DevOps ; Java ; JavaScript ; Kotlin ; Python ; SQL,J0126-0475,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: Developer (4 months)"",
	  ""description"" : ""As an intern developer, you will contribute to the design, development, and maintenance of various applications (web, mobile, backend) using a range of languages and technologies. You will be part of a multidisciplinary team composed of developers, analysts, and designers, with whom you will collaborate to deliver robust and scalable solutions that meet client needs.<br /><br />Perks of being a CGI Co-op:<br /><br />The co-op program was designed to help students improve their skills and explore their professional interests through hands-on experience and professional guidance, while also helping them develop core competencies. As an intern, you have access to:<br /><br />• Professional development sessions<br />• Professional development platform<br />• Networking events with colleagues and leaders<br />• Mentorship from leaders and colleagues aimed at setting and achieving your career goals<br /><br /><strong>Start Date: May 4th, 2026</strong><br /><strong>Application : January 30th, 2026</strong><br /><br />CGI is providing a reasonable estimate of the pay range for this role. The determination of this range includes factors such as skill set level, geographic market, experience and training, and licenses and certifications. Compensation decisions depend on the facts and circumstances of each case. A reasonable estimate of the current range is $18-32/hour. This role is an existing vacancy."",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Saguenay"",
	      ""addressRegion"" : ""QC"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Saguenay,Canada
Summer 2026 Co-op: Sales Operations Coordinator (8 months),Marketing,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: Sales Operations Coordinator (8 )"",
	  ""description"" : ""CGI is seeking a dynamic and motivated Sales Operations Coordinator Co-op to join our team in Toronto. As a leading global IT and business consulting services firm, CGI offers a unique opportunity to gain hands-on experience supporting client-facing marketing, executive presentations and visual storytelling in a collaborative and innovative environment. <br /><br />Perks of being a CGI Co-op:<br /><br />The co-op program was designed to help students improve their skills and explore their professional interests through hands-on experience and professional guidance, while also helping them develop core competencies. As an intern, you have access to:<br /><br />• Professional development sessions<br />• Professional development platform<br />• Networking events with colleagues and leaders<br />• Mentorship from leaders and colleagues aimed at setting and achieving your career goals<br /><br /><strong>Start Date: May 4th, 2026</strong><br /><strong>Application Deadline: January 30th, 2026</strong><br /><br />CGI is providing a reasonable estimate of the pay range for this role. The determination of this range includes factors such as skill set level, geographic market, experience and training, and licenses and certifications. Compensation decisions depend on the facts and circumstances of each case. A reasonable estimate of the current range is $18-32/hour. This role is an existing vacancy."",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Toronto"",
	      ""addressRegion"" : ""ON"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Communication (Oral/Written) ; Digital Marketing ; Microsoft Office ; Microsoft PowerPoint,J0126-0509,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: Sales Operations Coordinator (8 months)"",
	  ""description"" : ""CGI is seeking a dynamic and motivated Sales Operations Coordinator Co-op to join our team in Toronto. As a leading global IT and business consulting services firm, CGI offers a unique opportunity to gain hands-on experience supporting client-facing marketing, executive presentations and visual storytelling in a collaborative and innovative environment. <br /><br />Perks of being a CGI Co-op:<br /><br />The co-op program was designed to help students improve their skills and explore their professional interests through hands-on experience and professional guidance, while also helping them develop core competencies. As an intern, you have access to:<br /><br />• Professional development sessions<br />• Professional development platform<br />• Networking events with colleagues and leaders<br />• Mentorship from leaders and colleagues aimed at setting and achieving your career goals<br /><br /><strong>Start Date: May 4th, 2026</strong><br /><strong>Application : January 30th, 2026</strong><br /><br />CGI is providing a reasonable estimate of the pay range for this role. The determination of this range includes factors such as skill set level, geographic market, experience and training, and licenses and certifications. Compensation decisions depend on the facts and circumstances of each case. A reasonable estimate of the current range is $18-32/hour. This role is an existing vacancy."",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Toronto"",
	      ""addressRegion"" : ""ON"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Toronto,Canada
Summer 2026 Co-op: Junior AI Developer (4 months),Software Development / Engineering,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: Junior AI Developer (4 )"",
	  ""description"" : ""We are seeking a motivated and technically skilled junior AI developer for a co-op position starting Summer 2026. This role offers a unique opportunity to gain hands-on experience in AI development, machine learning operations, and data pipeline engineering in a collaborative environment.<br /><br />Perks of being a CGI Co-op:<br /><br />The co-op program was designed to help students improve their skills and explore their professional interests through hands-on experience and professional guidance, while also helping them develop core competencies. As an intern, you have access to:<br /><br />• Professional development sessions<br />• Professional development platform<br />• Networking events with colleagues and leaders<br />• Mentorship from leaders and colleagues aimed at setting and achieving your career goals<br /><br /><strong>Start Date: May 4th, 2026</strong><br /><strong>Application Deadline: January 30th, 2026</strong><br /><br />CGI is providing a reasonable estimate of the pay range for this role. The determination of this range includes factors such as skill set level, geographic market, experience and training, and licenses and certifications. Compensation decisions depend on the facts and circumstances of each case. A reasonable estimate of the current range is $18-32/hour. This role is an existing vacancy."",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Montréal"",
	      ""addressRegion"" : ""QC"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Python ; Scikit-Learn ; SQL ; TensorFlow Framework,J0126-0514,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: Junior AI Developer (4 months)"",
	  ""description"" : ""We are seeking a motivated and technically skilled junior AI developer for a co-op position starting Summer 2026. This role offers a unique opportunity to gain hands-on experience in AI development, machine learning operations, and data pipeline engineering in a collaborative environment.<br /><br />Perks of being a CGI Co-op:<br /><br />The co-op program was designed to help students improve their skills and explore their professional interests through hands-on experience and professional guidance, while also helping them develop core competencies. As an intern, you have access to:<br /><br />• Professional development sessions<br />• Professional development platform<br />• Networking events with colleagues and leaders<br />• Mentorship from leaders and colleagues aimed at setting and achieving your career goals<br /><br /><strong>Start Date: May 4th, 2026</strong><br /><strong>Application : January 30th, 2026</strong><br /><br />CGI is providing a reasonable estimate of the pay range for this role. The determination of this range includes factors such as skill set level, geographic market, experience and training, and licenses and certifications. Compensation decisions depend on the facts and circumstances of each case. A reasonable estimate of the current range is $18-32/hour. This role is an existing vacancy."",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Montréal"",
	      ""addressRegion"" : ""QC"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Montréal,Canada
Summer 2026 Co-op: Project Control Officer (12 months),Project Management,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: Project Control Officer (12 )"",
	  ""description"" : ""We are Canada's largest independent information technology services firm, and after 45 years, we're still growing. We are looking for Project Control Officer to support Business Operations in our growing team. We are offering a chance to work with our team of experience professionals, who are responsible for maintaining the standards of project management and providing high-value support to our Business Unit. This is your opportunity to learn about business operations and project management in an advanced business environment. You will work with CGI Consultants, Directors and Executives on a full range of business operations, program management and resourcing activities/tasks.<br /><br />In an effort to foster collaboration and partner with clients, co-op students will be required to be in the office multiple times a week.<br /><br />Start Date: May 2026<br />Application Deadline: January 30, 2026<br /><br />Perks of Being a CGI Co-op:<br />• Participate in monthly socials to meet co-ops across the country.<br />• Access professional development workshops hosted by domain experts on topics ranging from how to be a top consultant, how to apply the agile methodology, data & analytics and more!<br /><br />To learn more about CGI and hear from our Co-ops and New Grads, visit www.cgi.com/startmycareer"",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Toronto"",
	      ""addressRegion"" : ""ON"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Project Governance ; Project Management ; Project Management (T1),J0126-0290,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: Project Control Officer (12 months)"",
	  ""description"" : ""We are Canada's largest independent information technology services firm, and after 45 years, we're still growing. We are looking for Project Control Officer to support Business Operations in our growing team. We are offering a chance to work with our team of experience professionals, who are responsible for maintaining the standards of project management and providing high-value support to our Business Unit. This is your opportunity to learn about business operations and project management in an advanced business environment. You will work with CGI Consultants, Directors and Executives on a full range of business operations, program management and resourcing activities/tasks.<br /><br />In an effort to foster collaboration and partner with clients, co-op students will be required to be in the office multiple times a week.<br /><br />Start Date: May 2026<br />Application : January 30, 2026<br /><br />Perks of Being a CGI Co-op:<br />• Participate in monthly socials to meet co-ops across the country.<br />• Access professional development workshops hosted by domain experts on topics ranging from how to be a top consultant, how to apply the agile methodology, data & analytics and more!<br /><br />To learn more about CGI and hear from our Co-ops and New Grads, visit www.cgi.com/startmycareer"",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Toronto"",
	      ""addressRegion"" : ""ON"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Toronto,Canada
WiSE Summer 2026 Co-op: AI Automation Analyst/Developer (8 Months),Software Development / Engineering,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""WiSE Summer 2026 Co-op: AI Automation Analyst/Developer (8 )"",
	  ""description"" : ""This position is for a software developer/AI automation Analyst to work as a member of the Delivery/Operations team in the Toronto Financial Services business unit (Insurance Sector).  <br />Start Date: May 2026<br />Application Deadline: January 30 2026<br /><br />The WiSE (women in STEM excel) co-op program accelerates the development of future women leaders by providing a customized experience for participants:<br /><br />• Participate in a week of onboarding and integration activities starting on your first day at CGI, activities include:<br />- Business etiquette workshop<br />- Foundations of business consulting workshops<br />- Developing your elevator pitch workshop<br />- Networking with peers across Canada<br /><br />• Exposure to leaders through interactive sessions and a 1:1 mentorship with a CGI woman leader<br />• Obtain the ScaledAgile SAFe for Teams Certification: Technical Skills Agility (ScaledAgile)SAFe for Teams will teach you all about your role on an Agile team and how agile teams work with others as part of an agile release train. Members learn how to plan and execute work, how to apply Scaled Agile Framework® and Agile principles, and how to continuously improve<br />• Expand your network by participating in national and local social activities with other co-ops<br />• Develop your own learning plan by leveraging our e-learning platform<br />• Participate in professional development workshops focused on soft skill development<br />• Participate in an AI hackathon where the top team wins a grand prize<br />• Fast track to future new grad opportunities at CGI<br /><br />Perks of Being a CGI Co-op:<br />• Participate in monthly socials to meet co-ops across the country.<br />• Access professional development workshops hosted by domain experts on topics ranging from how to be a top consultant, how to apply the agile methodology, data & analytics and more!<br /><br />To learn more about CGI and hear from our Co-ops and New Grads, visit www.cgi.com/startmycareer"",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Toronto"",
	      ""addressRegion"" : ""ON"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Artificial Intelligence ; Artificial Neural Networks ; Java ; Python,J0126-0227,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""WiSE Summer 2026 Co-op: AI Automation Analyst/Developer (8 Months)"",
	  ""description"" : ""This position is for a software developer/AI automation Analyst to work as a member of the Delivery/Operations team in the Toronto Financial Services business unit (Insurance Sector).  <br />Start Date: May 2026<br />Application : January 30 2026<br /><br />The WiSE (women in STEM excel) co-op program accelerates the development of future women leaders by providing a customized experience for participants:<br /><br />• Participate in a week of onboarding and integration activities starting on your first day at CGI, activities include:<br />- Business etiquette workshop<br />- Foundations of business consulting workshops<br />- Developing your elevator pitch workshop<br />- Networking with peers across Canada<br /><br />• Exposure to leaders through interactive sessions and a 1:1 mentorship with a CGI woman leader<br />• Obtain the ScaledAgile SAFe for Teams Certification: Technical Skills Agility (ScaledAgile)SAFe for Teams will teach you all about your role on an Agile team and how agile teams work with others as part of an agile release train. Members learn how to plan and execute work, how to apply Scaled Agile Framework® and Agile principles, and how to continuously improve<br />• Expand your network by participating in national and local social activities with other co-ops<br />• Develop your own learning plan by leveraging our e-learning platform<br />• Participate in professional development workshops focused on soft skill development<br />• Participate in an AI hackathon where the top team wins a grand prize<br />• Fast track to future new grad opportunities at CGI<br /><br />Perks of Being a CGI Co-op:<br />• Participate in monthly socials to meet co-ops across the country.<br />• Access professional development workshops hosted by domain experts on topics ranging from how to be a top consultant, how to apply the agile methodology, data & analytics and more!<br /><br />To learn more about CGI and hear from our Co-ops and New Grads, visit www.cgi.com/startmycareer"",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Toronto"",
	      ""addressRegion"" : ""ON"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Toronto,Canada
Summer 2026 Co-op: Delivery Analytics (4 Months),Project Management,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: Delivery Analytics (4 )"",
	  ""description"" : ""Position Description  <br />We are looking for a motivated and detail-oriented Delivery Analytics Co-op to join our service delivery team. In this role, you will analyze operational data across ITSM functions—Incidents, Problems, Changes, Service Requests, and Timesheets—to uncover patterns, trends, and actionable insights. Your insights will help improve service quality, reduce operational friction, and support continuous improvement initiatives across multiple workstreams. <br />This is an excellent opportunity for an analytical thinker who enjoys solving real-world service management challenges through data. <br />Start Date: May 2026<br />Application Deadline: January 30 2026<br /><br />Perks of Being a CGI Co-op:<br />• Participate in monthly socials to meet co-ops across the country.<br />• Access professional development workshops hosted by domain experts on topics ranging from how to be a top consultant, how to apply the agile methodology, data & analytics and more!<br /><br />To learn more about CGI and hear from our Co-ops and New Grads, visit www.cgi.com/startmycareer"",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Toronto"",
	      ""addressRegion"" : ""ON"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Analytical Thinking ; Analyzing Data with Power BI ; Delivery Management ; Design (Infrastructure),J0126-0228,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: Delivery Analytics (4 Months)"",
